,tweet_id,timestamp,source,expanded_urls,text,retweet_count,favorite_count,stage,rating,breed,names,day_of_week
26,886736880519319552,2017-07-16 23:58:41+00:00,iPhone,"https://www.gofundme.com/mingusneedsus,https://twitter.com/dog_rates/status/886736880519319552/photo/1,https://twitter.com/dog_rates/status/886736880519319552/photo/1","This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",3147,11684,,13.0,kuvasz,Mingus,6
27,886680336477933568,2017-07-16 20:14:00+00:00,iPhone,https://twitter.com/dog_rates/status/886680336477933568/photo/1,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,4306,21795,,13.0,,Derek,6
28,886366144734445568,2017-07-15 23:25:31+00:00,iPhone,"https://twitter.com/dog_rates/status/886366144734445568/photo/1,https://twitter.com/dog_rates/status/886366144734445568/photo/1",This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,3087,20562,pupper,12.0,French_bulldog,Roscoe,5
29,886258384151887873,2017-07-15 16:17:19+00:00,iPhone,https://twitter.com/dog_rates/status/886258384151887873/photo/1,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,6086,27185,,13.0,pug,Waffles,5
30,885984800019947520,2017-07-14 22:10:11+00:00,iPhone,https://twitter.com/dog_rates/status/885984800019947520/photo/1,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,6540,31655,,12.0,Blenheim_spaniel,Jimbo,4
31,885528943205470208,2017-07-13 15:58:47+00:00,iPhone,https://twitter.com/dog_rates/status/885528943205470208/photo/1,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,6202,34938,,13.0,pug,Maisey,3
32,885518971528720385,2017-07-13 15:19:09+00:00,iPhone,https://twitter.com/4bonds2carbon/status/885517367337512960,I have a new hero and his name is Howard. 14/10 https://t.co/gzLHboL7Sk,3615,19842,,14.0,,None,3
33,885167619883638784,2017-07-12 16:03:00+00:00,iPhone,"https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1",Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,4230,21277,,13.0,malamute,None,2
34,884925521741709313,2017-07-12 00:01:00+00:00,iPhone,https://twitter.com/dog_rates/status/884925521741709313/photo/1,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",17599,75082,,12.0,Italian_greyhound,Earl,2
35,884876753390489601,2017-07-11 20:47:12+00:00,iPhone,"https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1",This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,5423,27086,,13.0,chow,Lola,1
36,884562892145688576,2017-07-11 00:00:02+00:00,iPhone,https://twitter.com/dog_rates/status/884562892145688576/photo/1,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,4521,23580,,13.0,pug,Kevin,1
37,884441805382717440,2017-07-10 15:58:53+00:00,iPhone,https://twitter.com/dog_rates/status/884441805382717440/photo/1,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",5475,26216,,14.0,Pembroke,None,0
38,884247878851493888,2017-07-10 03:08:17+00:00,iPhone,https://twitter.com/kaijohnson_19/status/883965650754039809,OMG HE DIDN'T MEAN TO HE WAS JUST TRYING A LITTLE BARKOUR HE'S SUPER SORRY 13/10 WOULD FORGIVE IMMEDIATE https://t.co/uF3pQ8Wubj,19803,70782,,13.0,,None,0
39,884162670584377345,2017-07-09 21:29:42+00:00,iPhone,https://twitter.com/dog_rates/status/884162670584377345/photo/1,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,2878,19771,doggo,12.0,German_shepherd,Yogi,6
40,883838122936631299,2017-07-09 00:00:04+00:00,iPhone,https://twitter.com/dog_rates/status/883838122936631299/photo/1,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,3330,21245,,12.0,Doberman,Noah,6
41,883482846933004288,2017-07-08 00:28:19+00:00,iPhone,"https://twitter.com/dog_rates/status/883482846933004288/photo/1,https://twitter.com/dog_rates/status/883482846933004288/photo/1","This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",9577,44576,,5.0,golden_retriever,Bella,5
42,883360690899218434,2017-07-07 16:22:55+00:00,iPhone,https://twitter.com/dog_rates/status/883360690899218434/photo/1,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,3581,22028,floofer,13.0,chow,Grizzwald,4
43,883117836046086144,2017-07-07 00:17:54+00:00,iPhone,"https://twitter.com/dog_rates/status/883117836046086144/photo/1,https://twitter.com/dog_rates/status/883117836046086144/photo/1","Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",6435,36069,,13.0,golden_retriever,None,4
44,882992080364220416,2017-07-06 15:58:11+00:00,iPhone,"https://twitter.com/dog_rates/status/882992080364220416/photo/1,https://twitter.com/dog_rates/status/882992080364220416/photo/1",This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,3788,23230,,13.0,Eskimo_dog,Rusty,3
45,882762694511734784,2017-07-06 00:46:41+00:00,iPhone,https://twitter.com/dog_rates/status/882762694511734784/photo/1,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,4726,27477,pupper,12.0,Labrador_retriever,Gus,3
46,882627270321602560,2017-07-05 15:48:34+00:00,iPhone,https://twitter.com/dog_rates/status/882627270321602560/photo/1,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,5882,27137,,13.0,Pembroke,Stanley,2
47,882268110199369728,2017-07-04 16:01:23+00:00,iPhone,"https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1",This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,11203,43621,,13.0,golden_retriever,Alfy,1
48,882045870035918850,2017-07-04 01:18:17+00:00,iPhone,"https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1","This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w",4784,28502,,13.0,golden_retriever,Koko,1
49,881906580714921986,2017-07-03 16:04:48+00:00,iPhone,https://twitter.com/dog_rates/status/881906580714921986/photo/1,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,3284,23613,,12.0,Weimaraner,Rey,0
50,881666595344535552,2017-07-03 00:11:11+00:00,iPhone,https://twitter.com/dog_rates/status/881666595344535552/photo/1,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,10325,49148,pupper,13.0,Saluki,Gary,0
51,881536004380872706,2017-07-02 15:32:16+00:00,iPhone,https://twitter.com/dog_rates/status/881536004380872706/video/1,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) https://t.co/ghXBIIeQZF",15425,48000,pupper,14.0,Samoyed,None,6
52,881268444196462592,2017-07-01 21:49:04+00:00,iPhone,https://twitter.com/dog_rates/status/881268444196462592/photo/1,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,5018,22471,,12.0,,Elliot,5
53,880935762899988482,2017-06-30 23:47:07+00:00,iPhone,https://twitter.com/dog_rates/status/880935762899988482/photo/1,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,2692,16573,,13.0,,Louis,4
54,880872448815771648,2017-06-30 19:35:32+00:00,iPhone,https://twitter.com/dog_rates/status/880872448815771648/photo/1,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,3697,20662,,12.0,Pembroke,None,4
55,880465832366813184,2017-06-29 16:39:47+00:00,iPhone,"https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1",This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,6064,27711,,12.0,golden_retriever,Bella,3
56,880221127280381952,2017-06-29 00:27:25+00:00,iPhone,"https://twitter.com/dog_rates/status/880221127280381952/photo/1,https://twitter.com/dog_rates/status/880221127280381952/photo/1",Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,4077,26257,,12.0,Chihuahua,Jesse,3
57,880095782870896641,2017-06-28 16:09:20+00:00,iPhone,https://twitter.com/dog_rates/status/880095782870896641/photo/1,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,4194,26834,,11.0,miniature_pinscher,None,2
58,879862464715927552,2017-06-28 00:42:13+00:00,iPhone,"https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1",This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,3381,21703,,13.0,basset,Romeo,2
59,879492040517615616,2017-06-27 00:10:17+00:00,iPhone,https://twitter.com/dog_rates/status/879492040517615616/photo/1,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,3075,22777,,12.0,German_short-haired_pointer,Bailey,1
60,879415818425184262,2017-06-26 19:07:24+00:00,iPhone,https://twitter.com/dog_rates/status/879415818425184262/video/1,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,42862,102839,,13.0,English_springer,Duddles,0
61,879376492567855104,2017-06-26 16:31:08+00:00,iPhone,https://twitter.com/dog_rates/status/879376492567855104/photo/1,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,3014,16335,,12.0,Labrador_retriever,Jack,0
62,879050749262655488,2017-06-25 18:56:45+00:00,iPhone,https://twitter.com/dog_rates/status/879050749262655488/photo/1,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet https://t.co/2mJCDEJWdD,4548,21891,,11.0,,Steven,6
63,879008229531029506,2017-06-25 16:07:47+00:00,iPhone,https://twitter.com/dog_rates/status/879008229531029506/photo/1,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,2609,18443,,13.0,vizsla,Beau,6
64,878776093423087618,2017-06-25 00:45:22+00:00,iPhone,"https://twitter.com/dog_rates/status/878776093423087618/photo/1,https://twitter.com/dog_rates/status/878776093423087618/photo/1",This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,3992,18868,,13.0,Italian_greyhound,Snoopy,6
65,878604707211726852,2017-06-24 13:24:20+00:00,iPhone,https://twitter.com/bbcworld/status/878599868507402241,Martha is stunning how h*ckin dare you. 13/10 https://t.co/9uABQXgjwa,6962,29354,,13.0,,None,5
66,878281511006478336,2017-06-23 16:00:04+00:00,iPhone,"https://www.gofundme.com/3yd6y1c,https://twitter.com/dog_rates/status/878281511006478336/photo/1","Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6",1247,7527,,13.0,basset,Shadow,4
67,878057613040115712,2017-06-23 01:10:23+00:00,iPhone,"https://twitter.com/dog_rates/status/878057613040115712/photo/1,https://twitter.com/dog_rates/status/878057613040115712/photo/1",This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,6589,40894,,14.0,French_bulldog,Emmy,4
68,877736472329191424,2017-06-22 03:54:17+00:00,iPhone,"https://twitter.com/dog_rates/status/877736472329191424/photo/1,https://twitter.com/dog_rates/status/877736472329191424/photo/1",This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,18480,77459,,13.0,Chesapeake_Bay_retriever,Aja,3
69,877556246731214848,2017-06-21 15:58:08+00:00,iPhone,https://twitter.com/dog_rates/status/877556246731214848/photo/1,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options https://t.co/OYdDlfOGXP,3686,22105,,12.0,basset,Penny,2
70,877316821321428993,2017-06-21 00:06:44+00:00,iPhone,"https://twitter.com/dog_rates/status/877316821321428993/photo/1,https://twitter.com/dog_rates/status/877316821321428993/photo/1","Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy https://t.co/SHRTIo5pxc",5036,26647,,13.0,Saluki,Dante,2
71,877201837425926144,2017-06-20 16:29:50+00:00,iPhone,"https://twitter.com/dog_rates/status/877201837425926144/photo/1,https://twitter.com/dog_rates/status/877201837425926144/photo/1",This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y,5418,26389,,12.0,Pembroke,Nelly,1
72,876838120628539392,2017-06-19 16:24:33+00:00,iPhone,"https://twitter.com/dog_rates/status/876838120628539392/photo/1,https://twitter.com/dog_rates/status/876838120628539392/photo/1",This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately https://t.co/j211oCDRs6,3235,20115,pupper,12.0,bloodhound,Ginger,0
73,876537666061221889,2017-06-18 20:30:39+00:00,iPhone,https://twitter.com/mpstowerham/status/876162994446753793,I can say with the pupmost confidence that the doggos who assisted with this search are heroic as h*ck. 14/10 for all https://t.co/8yoc1CNTsu,4497,22913,doggo,14.0,,None,6
74,876484053909872640,2017-06-18 16:57:37+00:00,iPhone,https://twitter.com/dog_rates/status/876484053909872640/photo/1,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy https://t.co/26BXueUgbs,2317,18253,,13.0,golden_retriever,Benedict,6
75,876120275196170240,2017-06-17 16:52:05+00:00,iPhone,https://twitter.com/dog_rates/status/876120275196170240/photo/1,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite https://t.co/ejExJFq3ek",4534,27194,puppo,13.0,Bernese_mountain_dog,Venti,5
76,875747767867523072,2017-06-16 16:11:53+00:00,iPhone,https://twitter.com/dog_rates/status/875747767867523072/photo/1,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl https://t.co/V2WlACRJCN",4160,24513,,13.0,Labrador_retriever,Goose,4
77,875144289856114688,2017-06-15 00:13:52+00:00,iPhone,https://twitter.com/dog_rates/status/875144289856114688/video/1,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene https://t.co/ogith9ejNj,4792,21349,,13.0,Siberian_husky,Nugget,3
78,875097192612077568,2017-06-14 21:06:43+00:00,iPhone,https://twitter.com/drboondoc/status/874413398133547008,You'll get your package when that precious man is done appreciating the pups. 13/10 for everyone https://t.co/PFp4MghzBW,5885,26673,,13.0,,None,2
79,875021211251597312,2017-06-14 16:04:48+00:00,iPhone,"https://twitter.com/dog_rates/status/875021211251597312/photo/1,https://twitter.com/dog_rates/status/875021211251597312/photo/1",Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck https://t.co/brCQoqc8AW,4587,24803,,12.0,West_Highland_white_terrier,None,2
80,874680097055178752,2017-06-13 17:29:20+00:00,iPhone,https://twitter.com/dog_rates/status/874680097055178752/photo/1,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD,4514,27105,,12.0,Labrador_retriever,Cash,1
81,874296783580663808,2017-06-12 16:06:11+00:00,iPhone,https://twitter.com/dog_rates/status/874296783580663808/photo/1,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract https://t.co/0YplNnSMEm,3996,25396,pupper,13.0,cocker_spaniel,Jed,0
82,874057562936811520,2017-06-12 00:15:36+00:00,iPhone,https://twitter.com/dog_rates/status/874057562936811520/photo/1,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you... 12/10 https://t.co/pwY9PQhtP2",3841,22124,,12.0,flat-coated_retriever,None,0
83,874012996292530176,2017-06-11 21:18:31+00:00,iPhone,"https://twitter.com/dog_rates/status/874012996292530176/photo/1,https://twitter.com/dog_rates/status/874012996292530176/photo/1","This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo https://t.co/XBE0evJZ6V",10117,33618,puppo,13.0,Cardigan,Sebastian,6
84,873580283840344065,2017-06-10 16:39:04+00:00,iPhone,https://twitter.com/dog_rates/status/873580283840344065/photo/1,"We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too. 13/10 would hug firmly https://t.co/mNuMH9400n",3830,23588,,13.0,Newfoundland,None,5
85,873213775632977920,2017-06-09 16:22:42+00:00,iPhone,"https://www.gofundme.com/help-my-baby-sierra-get-better,https://twitter.com/dog_rates/status/873213775632977920/photo/1,https://twitter.com/dog_rates/status/873213775632977920/photo/1","This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

https://t.co/Xp01EU3qyD https://t.co/V5lkvrGLdQ",1545,7051,pupper,12.0,vizsla,Sierra,4
